ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
854-53-0368|4299228092023|Deanna|White|F|904 Jay Rest Suite 723|San Antonio|TX|78228|29.4589|-98.5699|1595797|Paediatric nurse|1990-02-12|157199405309|adults_2550_female_urban.json
841-99-2980|3525799136621031|Joseph|Blankenship|M|91279 Natalie Place Apt. 172|Columbia|MO|65202|38.995|-92.3112|139474|Toxicologist|1981-04-13|908554315130|adults_2550_male_urban.json
794-87-7070|180050863765993|Anne|Anderson|F|14986 Lopez Station Apt. 981|Savannah|GA|31406|31.989|-81.0979|236823|Scientist, product/process development|1974-01-12|412347758641|adults_50up_female_urban.json
705-41-6699|342694486959460|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|Fort Wayne|IN|46816|41.0165|-85.0976|305409|Product manager|1934-09-15|772162574642|adults_50up_female_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Barista|1946-03-25|854465343288|adults_50up_female_urban.json
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Austin|TX|78724|30.296|-97.6396|940359|Nutritional therapist|1937-12-08|645986493050|adults_50up_male_urban.json
016-95-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|Renton|WA|98056|47.5073|-122.1819|141407|Scientific laboratory technician|2004-02-10|283281909609|young_adults_female_urban.json
833-74-4099|3569735779071412|James|Kramer|M|356 Black Branch|Houston|TX|77014|29.9796|-95.4625|2906700|General practice doctor|1986-05-13|314598870934|adults_2550_male_urban.json
690-96-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|Rancho Cucamonga|CA|91739|34.1705|-117.5182|101719|Research officer, government|1968-05-17|6931334095|adults_50up_male_urban.json
555-06-7902|377947284639207|Joseph|Henderson|M|562 Bray Square|Texarkana|TX|75501|33.4113|-94.1774|60677|Scientist, marine|1963-07-05|345573371830|adults_50up_male_urban.json
013-87-3453|6011559428434798|Greg|White|M|65564 White Curve Apt. 143|Lodi|NJ|07644|40.8764|-74.0838|24136|Surveyor, building control|1996-08-04|942454203201|adults_2550_male_urban.json
150-95-2451|30026728857441|Kristina|Bradley|F|20347 Shannon Isle Suite 558|Southampton|PA|18966|40.1868|-75.0071|37999|Surveyor, hydrographic|1983-09-21|893060472234|adults_2550_female_urban.json
021-53-1987|349982455877166|Louis|Ford|M|56996 Christian Junctions|Stoneham|MA|02180|42.4828|-71.0978|21437|Estate agent|1956-07-30|349238746179|adults_50up_male_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Cicero|IL|60804|41.8378|-87.7602|84573|Designer, furniture|1984-09-01|717621652546|adults_2550_female_urban.json
400-40-3758|4722820055775|Vanessa|Fernandez|F|728 Brittany Motorway Suite 884|Pontiac|IL|61764|40.8764|-88.6328|14460|Loss adjuster, chartered|1938-10-12|594774165062|adults_50up_female_urban.json
092-57-5045|374240082547803|Michael|Vasquez|M|0649 Laura Plaza Suite 368|Salt Lake City|UT|84102|40.76|-111.8627|594043|Press sub|1964-10-18|272278386916|adults_50up_male_urban.json
755-83-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|Victorville|CA|92392|34.4802|-117.4082|130495|Emergency planning/management officer|1994-03-02|18557023491|adults_2550_female_urban.json
548-03-3047|2264270312073568|Eric|Lloyd|M|0512 Joseph Lock Apt. 872|Tallahassee|FL|32305|30.334|-84.287|245317|Engineer, agricultural|1960-11-19|927264966457|adults_50up_male_urban.json
391-02-1999|3567303718376459|Caitlin|Chandler|F|7435 Michelle Forge|Mifflin|PA|17058|40.5553|-77.4001|1909|Clinical scientist, histocompatibility and immunogenetics|2003-05-20|696798167510|young_adults_female_rural.json
016-22-4524|3563009792513271|Brandon|Montgomery|M|52812 Hall Point|Strongsville|OH|44136|41.3132|-81.8285|44785|Loss adjuster, chartered|1961-01-30|982712248618|adults_50up_male_urban.json
198-03-6190|344077848739283|Gregory|Oconnor|M|821 Shannon Viaduct Suite 857|Tallahassee|FL|32301|30.4286|-84.2593|245317|Academic librarian|1948-03-14|703412211278|adults_50up_male_urban.json
752-24-0307|3593518638782944|Frank|Davidson|M|81022 James Oval|Charlotte|NC|28209|35.1796|-80.8559|790689|Engineer, agricultural|1955-11-30|34783881794|adults_50up_male_urban.json
857-50-8027|180005391037174|Robert|Brown|M|0948 Jessica Village Suite 138|Lafayette|LA|70501|30.2361|-92.0083|151705|Chief Strategy Officer|1965-07-29|795003708324|adults_50up_male_urban.json
395-25-3165|213192886195765|Sonya|Jackson|F|685 Amanda Rapid|Las Vegas|NV|89183|35.9959|-115.1576|1417793|Probation officer|1947-11-23|390556494372|adults_50up_female_urban.json
564-42-6091|6559398368457768|Aaron|Johnson|M|082 Smith Forges Apt. 504|Saint Clair Shores|MI|48080|42.4706|-82.9022|59678|Surgeon|1959-01-14|612081250349|adults_50up_male_urban.json
586-20-1545|675952245933|David|Shepherd|M|693 Jennifer Turnpike|Riverview|FL|33569|27.845|-82.3125|85490|Radiation protection practitioner|1962-07-26|533318555239|adults_50up_male_urban.json
707-90-9441|2720409610556613|Sheila|Perez|F|604 Luis Port|Lakeland|FL|33811|27.9865|-82.0139|237282|Dealer|1995-01-28|551159545038|adults_2550_female_urban.json
157-07-6437|30136462251790|Nichole|Kelley|F|68622 Hansen Oval Suite 938|Birmingham|MI|48009|42.5444|-83.2133|20107|Warden/ranger|1960-10-23|811736272332|adults_50up_female_urban.json
249-10-4363|6591166553559049|Christopher|Bailey|M|270 James Landing Apt. 110|Ft Mitchell|KY|41017|39.03|-84.559|38940|Financial manager|1943-05-19|682680502960|adults_50up_male_urban.json
890-37-0226|344770538338842|Kimberly|Dean|F|069 Jonathan Circle|Goldendale|WA|98620|45.832|-120.813|7123|Herpetologist|1968-08-28|868445376789|adults_50up_female_urban.json
278-07-7618|4164510463681579|Sean|Schmidt|M|87800 Sandra Inlet|Knoxville|TN|37917|35.998|-83.9152|391389|Lecturer, further education|1997-10-12|431600975146|adults_2550_male_urban.json
019-45-5766|373840460843251|Steven|Sandoval|M|689 Robert Ports|Bronx|NY|10472|40.8295|-73.8716|1382480|Designer, ceramics/pottery|2003-01-01|997774086417|young_adults_male_urban.json
460-70-2159|4983248262928|Evan|Grant|M|52056 Turner Summit|Kinston|NC|28501|35.2783|-77.586|42031|Graphic designer|1996-06-15|855351142474|adults_2550_male_urban.json
135-24-0430|3599939330517285|Ryan|Harrison|M|67722 Jeremy Lodge Apt. 463|Spring|TX|77373|30.0532|-95.3773|316665|Engineer, electrical|1945-10-18|226592925057|adults_50up_male_urban.json
450-79-8028|3573660965699988|Joseph|Liu|M|177 Natalie Gardens|Salt Lake City|UT|84128|40.6976|-112.0377|594043|Scientist, physiological|1997-09-08|436101827281|adults_2550_male_urban.json
041-72-6348|213134764472643|Louis|Brown|M|7181 Kimberly Square|Wilmington|DE|19805|39.7434|-75.5827|215619|Sports coach|1933-02-10|430077867350|adults_50up_male_urban.json
462-04-2931|30371452111759|Bradley|Zimmerman|M|8602 Cunningham Shoals|Mishawaka|IN|46545|41.6835|-86.1682|55841|Dealer|1994-07-22|954179057407|adults_2550_male_urban.json
788-92-0841|6547421230940772|Savannah|Stephens|F|733 Chavez Mills|Williamston|MI|48895|42.6967|-84.2926|11189|Cartographer|1932-09-10|659712201779|adults_50up_female_urban.json
561-36-9135|4220502099450|Tami|Williams|F|24999 Tammy Summit Suite 014|Atlanta|GA|30329|33.8236|-84.3214|900273|IT trainer|1996-03-02|985130504385|adults_2550_female_urban.json
070-98-7002|213147214586838|Melissa|Salazar|F|817 Simmons Vista|Arlington|VA|22201|38.8871|-77.0932|207410|Investment analyst|1963-09-03|576640849040|adults_50up_female_urban.json
639-46-2126|3587729343010715|Nancy|Clark|F|0558 Alex Flats Suite 414|Alvin|TX|77511|29.412|-95.2515|46627|Hydrologist|2005-09-06|603471636817|young_adults_female_urban.json
007-15-5461|379902355770272|Christopher|Murray|M|6084 Peters Brook Apt. 955|Amarillo|TX|79108|35.2779|-101.83|220580|Brewing technologist|2004-04-08|167373214626|young_adults_male_urban.json
032-44-6148|4996291450461739|Jacob|Gallegos|M|84215 Kimberly Course Suite 807|Enid|OK|73703|36.3975|-97.9157|53026|Restaurant manager, fast food|1988-02-27|206820189218|adults_2550_male_urban.json
496-94-8580|4218230768104091572|Stephen|Garcia|M|94353 Justin Place Suite 714|Fort Worth|TX|76131|32.8632|-97.3377|813980|Database administrator|1995-09-06|301324150974|adults_2550_male_urban.json
638-72-8423|2238585424932143|Louis|Morgan|M|20701 Brown Meadow Suite 299|Kearny|NJ|07032|40.7647|-74.1471|40684|Product designer|1998-12-03|393489078147|adults_2550_male_urban.json
838-26-8741|2492171747733293|David|Cox|M|557 Johnson Mountains|Florence|KY|41042|38.9941|-84.642|49968|Clinical scientist, histocompatibility and immunogenetics|1993-12-23|525495436942|adults_2550_male_urban.json
175-37-5712|3581615814876963|David|Sanchez|M|6153 Mueller Mews|Madison|TN|37115|36.2604|-86.7046|37316|Tax adviser|2002-10-10|377043697499|young_adults_male_urban.json
242-23-1277|3519975817246193|Ashley|Cervantes|F|7013 Paige Throughway Apt. 227|Kaysville|UT|84037|41.0375|-111.9326|33369|Ship broker|1981-11-25|426453759246|adults_2550_female_urban.json
458-26-3370|4494651909862406|Jacob|Dunn|M|85140 Ryan Ramp|Ashland|KY|41102|38.4218|-82.7173|40470|Nurse, mental health|1966-09-18|350577625952|adults_50up_male_urban.json
416-49-7131|213127238656247|Zachary|Santiago|M|10276 Christopher Row|Culpeper|VA|22701|38.5117|-77.9928|31444|Pathologist|2006-03-03|501910534304|young_adults_male_urban.json
713-78-6975|3578687653269092|Jonathan|Simon|M|8950 Ashley Squares Suite 197|Florissant|MO|63034|38.8338|-90.2936|108973|Cartographer|1993-10-23|799474178113|adults_2550_male_urban.json
880-97-4579|30189137189499|Anthony|Cooper|M|7879 Fisher Union|Falls City|TX|78113|28.9814|-98.0156|2435|Hospital pharmacist|1979-09-01|181630767240|adults_2550_male_rural.json
612-96-4982|3507929049047121|Jonathan|York|M|2944 Smith Creek Apt. 927|Chino|CA|91710|34.0125|-117.6844|83727|Merchant navy officer|1952-11-25|192448210387|adults_50up_male_urban.json
718-31-7945|4512927663723952|Anthony|Baker|M|27674 Reese Terrace|Wilmington|DE|19807|39.7949|-75.6161|215619|Site engineer|1988-09-01|417615395395|adults_2550_male_urban.json
400-61-4303|4047658018569451|Devin|Lang|M|967 Jessica Radial Apt. 852|Zionsville|PA|18092|40.4734|-75.5261|3223|Intelligence analyst|1953-06-12|10941912639|adults_50up_male_urban.json
852-09-0196|6011817534430096|Anna|Mays|F|111 Nicholas Track|Clarendon|AR|72029|34.6601|-91.2564|1912|Systems developer|1972-03-04|984341085947|adults_50up_female_rural.json
189-33-4827|30174654214060|Jasmine|Ferrell|F|2717 Chelsey Fall Suite 128|Duluth|GA|30096|33.9845|-84.1529|103980|Plant breeder/geneticist|1954-10-30|675247828337|adults_50up_female_urban.json
453-92-4244|5211947072006428|Melissa|Conway|F|776 Anthony Tunnel|Riverside|CA|92503|33.9208|-117.4589|419138|Building control surveyor|1971-06-03|247132971054|adults_50up_female_urban.json
706-62-1986|3554601585174328|Kristen|Ponce|F|6157 Nicole Mill|Dallas|TX|75225|32.8628|-96.7918|1263321|Energy manager|1950-01-31|39255756066|adults_50up_female_urban.json
738-76-3908|36184787005057|Richard|Williams|M|87829 Sandy Camp|Willoughby|OH|44094|41.6302|-81.4076|35234|Counsellor|1976-12-05|719359325217|adults_2550_male_urban.json
634-06-3977|3502041792911175|Kurt|Gilbert|M|65651 Marc Underpass|Tampa|FL|33605|27.9671|-82.4334|717255|Engineer, production|1994-06-26|50526974031|adults_2550_male_urban.json
344-09-1979|4625827390219620719|Abigail|White|F|946 Schwartz Ford|Orange|TX|77632|30.1775|-93.8409|49572|Customer service manager|1972-02-20|299100773912|adults_50up_female_urban.json
422-31-2860|3592791456083312|Victoria|Davila|F|837 Joshua Fields Apt. 277|Fairfield|PA|17320|39.7808|-77.3619|7823|Editor, commissioning|1975-05-09|735125569840|adults_50up_female_urban.json
056-83-5967|4645970108220781137|Nathan|Watkins|M|3531 Perez Freeway Suite 363|Tamarack|MN|55787|46.6303|-93.2134|525|Buyer, retail|1969-07-21|641973014853|adults_50up_male_rural.json
447-19-3542|3526527354352099|Amy|Taylor|F|6253 Munoz Turnpike Apt. 983|Hazel Park|MI|48030|42.4608|-83.0982|16422|Chartered legal executive (England and Wales)|1996-05-13|942366059286|adults_2550_female_urban.json
883-28-9693|38406335693920|Susan|Villanueva|F|07806 Mendoza Union Apt. 773|Jackson|WY|83001|43.4528|-110.7393|15851|Charity officer|1998-04-26|827032404064|adults_2550_female_urban.json
750-53-3572|4431074279907725|Shelly|Sullivan|F|701 Barry Isle Apt. 464|Cupertino|CA|95014|37.318|-122.0449|60717|Video editor|1987-04-25|633689933561|adults_2550_female_urban.json
807-88-1327|3508501657905525|Maria|Bush|F|53817 Karen Trace|Ruthven|IA|51358|43.1448|-94.8842|1310|Equality and diversity officer|1959-04-12|387923438251|adults_50up_female_rural.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|West Columbia|SC|29169|33.995|-81.0888|52126|Data scientist|1976-12-03|165340472930|adults_2550_female_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Madison|AL|35757|34.7782|-86.7442|63731|Radio broadcast assistant|1990-05-03|847346136203|adults_2550_female_urban.json
152-46-4660|30292842222314|Andrew|Stewart|M|4523 Elizabeth Key|Denver|CO|80249|39.7783|-104.7556|990452|Data scientist|1965-08-01|491227929210|adults_50up_male_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Mayer|AZ|86333|34.3655|-112.1296|5734|Structural engineer|1977-10-12|335509428125|adults_2550_male_urban.json
633-29-7307|345093983430181|Sarah|Rhodes|F|637 Morrison Pass|Newbury Park|CA|91320|34.1774|-118.9358|44274|Banker|1965-08-19|734046190261|adults_50up_female_urban.json
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Lawrenceville|GA|30045|33.9367|-83.9573|228867|Therapeutic radiographer|2001-03-20|415564345551|young_adults_female_urban.json
420-82-4479|6011879232648700|Samantha|Turner|F|8730 Eric Hills Suite 146|Cottonwood|CA|96022|40.3691|-122.3375|15768|Editorial assistant|1959-04-04|998545049093|adults_50up_female_urban.json
251-04-1956|4195979647158904291|Anthony|Flores|M|2045 Fields Knolls|Elmont|NY|11003|40.6976|-73.7049|41356|Art therapist|1944-07-23|319072502814|adults_50up_male_urban.json
079-66-3176|4192855445189522|Adam|Holmes|M|6521 Eric Forges Apt. 898|Staten Island|NY|10306|40.5682|-74.1184|468730|Ship broker|1993-07-08|608650755338|adults_2550_male_urban.json
822-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|San Diego|CA|92107|32.7425|-117.2433|1241364|Curator|1936-12-04|252063243203|adults_50up_female_urban.json
215-17-1288|6011107603108900|Julie|Kerr|F|40119 Briana Flats|Myrtle|MS|38650|34.5402|-89.1157|3881|Electrical engineer|1979-11-06|385132297208|adults_2550_female_urban.json
150-96-4545|3552893891190831|Mike|Brandt|M|013 Richardson Radial|Woodside|NY|11377|40.745|-73.9069|89830|Electrical engineer|1960-09-29|740622725268|adults_50up_male_urban.json
186-46-6220|6011836151718278|Philip|Bush|M|57164 Burke Inlet|Grayslake|IL|60030|42.3524|-88.0545|36056|Producer, radio|1971-06-12|606560507722|adults_50up_male_urban.json
876-55-3094|2552071678112664|Michael|Madden|M|53539 Martinez Villages|Knoxville|AR|72845|35.3749|-93.3618|1216|Photographer|1957-05-25|548575559029|adults_50up_male_rural.json
731-99-9535|3565796784271144|Katherine|Hall|F|10170 Patrick Springs|El Dorado Hills|CA|95762|38.685|-121.068|38797|Journalist, newspaper|1977-02-09|331368480731|adults_2550_female_urban.json
099-98-1254|4734778485880062|Spencer|Wilson|M|6770 Gregory Shoals Suite 276|Grayson|KY|41143|38.3249|-83.0007|14535|Contractor|2002-11-17|787321019258|young_adults_male_urban.json
783-15-9321|4889778280647966|Lisa|Gomez|F|0090 Mary Keys Apt. 561|Danbury|CT|06811|41.424|-73.4716|80882|Phytotherapist|1992-12-06|452506441704|adults_2550_female_urban.json
678-32-4057|4911415208507|Joel|Boyer|M|0790 Gray Loaf Suite 917|Santa Ana|CA|92707|33.7086|-117.8701|348131|Chiropodist|1975-12-19|741701613051|adults_2550_male_urban.json
509-65-5564|4563718344049638|Lori|Rubio|F|541 Simmons Key|Southbury|CT|06488|41.4767|-73.2241|19904|Camera operator|1968-04-03|904741461466|adults_50up_female_urban.json
824-39-7093|4366498782082974|Christy|Hayden|F|8969 Alexa Lakes Suite 232|Ridgeway|SC|29130|34.3167|-80.9288|6655|Hydrologist|1996-09-15|480366846226|adults_2550_female_urban.json
881-09-3336|6542493631230348|John|Castro|M|0324 Anthony Turnpike Suite 820|Columbus|OH|43219|40.0326|-82.9103|783285|Radiographer, diagnostic|1968-06-22|24834504859|adults_50up_male_urban.json
086-41-9857|4651623198189847135|Kyle|Mejia|M|9636 Drew Extensions Apt. 476|Memphis|TN|38118|35.0514|-89.9265|697385|Forest/woodland manager|1960-05-30|647951221385|adults_50up_male_urban.json
547-48-1851|377342575409009|Melissa|Mccormick|F|8645 Amanda Freeway|Williamstown|WV|26187|39.3824|-81.4566|5982|Probation officer|1944-06-05|10258404917|adults_50up_female_urban.json
403-33-4930|2244327560417767|Timothy|Cook|M|24815 Guzman Via Suite 700|Sedro Woolley|WA|98284|48.5274|-122.2329|24331|Educational psychologist|1949-03-23|488037805314|adults_50up_male_urban.json
140-01-6565|4591123829651|Jesse|Russo|M|2954 Christopher Land|Muncie|IN|47303|40.218|-85.379|93768|Education officer, environmental|1972-03-11|963762718927|adults_50up_male_urban.json
855-74-3678|501889317340|Meredith|Jackson|F|694 Christopher Land Apt. 910|Port Chester|NY|10573|41.0222|-73.6798|38352|Secondary school teacher|1973-08-19|847977549843|adults_50up_female_urban.json
465-87-8097|2243344762639347|Nicholas|Lopez|M|2044 Christine Gateway|West End|NC|27376|35.2512|-79.536|9386|Merchant navy officer|2002-06-26|754122826432|young_adults_male_urban.json
088-02-7683|4636694118005374|Susan|Barajas|F|48964 Lambert Curve|Washington|DC|20009|38.9202|-77.0375|601723|Surveyor, land/geomatics|1966-07-09|635831790274|adults_50up_female_urban.json
174-65-8075|372158624150278|Seth|Davenport|M|4494 Graham Expressway Suite 728|Mount Vernon|WA|98274|48.3643|-122.1403|45330|Printmaker|1996-07-30|206387017789|adults_2550_male_urban.json
236-24-0588|30427617075873|Jimmy|Rodriguez|M|51342 Karen View|Canton|NC|28716|35.5127|-82.8413|17477|Government social research officer|1965-10-17|981671672588|adults_50up_male_urban.json
218-75-0068|213161371504161|Jacqueline|Hickman|F|2017 Gibson Grove|Arlington|MA|02474|42.4202|-71.1565|42844|Therapist, music|1966-12-04|7121082878|adults_50up_female_urban.json
045-84-7424|343045018961640|Christopher|Hanna|M|03266 Holland Shoal Apt. 147|Oviedo|FL|32765|28.6513|-81.2066|72047|Podiatrist|1986-05-29|887923883372|adults_2550_male_urban.json
702-78-2152|345837767499618|Nicole|Shepherd|F|6108 Mcpherson Springs|Riverside|CA|92509|34.0033|-117.445|419138|Environmental manager|1978-07-12|754400743200|adults_2550_female_urban.json
